i \in I,j \in M,d_ij
204,E44,358.96943031677586
204,E45,164.47063958376228
204,E46,308.77498262543713
204,P1,244.90451502703542
204,P2,599.9196377700306
204,P3,302.3336114108229
204,P4,283.2344149393871
204,P5,228.51071994898228
204,P6,411.4945292299147
204,P7,450.7041180288142
204,P8,86.84555311458168
204,P9,87.64682089344915
204,P10,278.93316690823696
204,P11,565.9778436241088
204,P12,309.50039686457256
204,P13,290.6498685114256
204,P14,264.79078536116947
204,P15,287.68280746938143
204,P16,113.21781731551106
204,P17,293.7714950345972
204,P18,92.30245969609258
204,P19,288.4694568031231
204,P20,99.26710936082178
204,P21,21.82013813969957
204,P22,252.0528451196499
204,P23,100.49874960978505
204,P24,320.70216374188874
204,P25,271.22464718169067
204,P26,299.49370235524196
204,P27,270.3196971864882
204,P28,317.9705518753733
204,P29,56.51432819312308
204,P30,95.80068605364895
204,P31,61.52659557878709
204,P32,454.7738499947759
204,P33,436.46551022984323
204,P34,48.23555765866344
204,P35,305.6671828388908
204,P36,316.348904259275
204,P37,310.0300225773858
204,P38,259.23967411569174
204,P39,104.38542794727275
204,P40,172.6530540506674
204,P41,261.74828778075585
204,P42,247.72616795948812
204,P43,289.5565138023913
204,P44,56.08194799431024
204,P45,223.7876691130285
204,P46,299.1148996431457
204,P47,68.73431881258723
204,P48,110.38972555418832
204,P49,269.6417783334707
204,P50,482.44327331766004
205,E1,581.220903847253
205,E2,472.53870132932315
205,E3,503.3623319222873
205,E4,659.9667297204342
205,E5,649.2868434288436
205,E6,648.6973607486977
205,E7,639.3807832068104
205,E8,706.1323700398254
205,E9,591.4897300291261
205,E10,598.9902608463394
205,E11,672.3208636458749
205,E12,537.758975101255
205,E13,528.410876499497
205,E14,469.9119132091917
205,E15,487.3696393894804
205,E16,422.7871048523676
205,E17,363.4430364057199
205,E18,486.35330705471944
205,E19,406.9707718713422
205,E20,415.8696070671218
205,E21,405.87954313856284
205,E22,422.22426807954105
205,E23,435.83793849261326
205,E24,457.1033449684682
205,E25,384.8612248841447
205,E26,372.1374557688277
205,E27,297.93093579880974
205,E28,326.98517349167787
205,E29,407.560573958318
205,E30,247.44602583508984
205,E31,239.0507411201892
205,E32,240.1965691425057
205,E33,274.62884473149484
205,E34,185.08601076709743
205,E35,157.9035085907407
205,E36,93.22714036312036
205,E37,118.85169456134933
205,E38,120.11329476024342
205,E39,278.0468238343079
205,E40,282.342137466108
205,E41,207.46340380738292
205,E42,121.30072470249677
205,E43,271.35593273038944
205,E44,353.6046910336634
205,E45,229.7349056633998
205,E46,377.8755757376809
205,P1,210.71315484670978
205,P2,657.7426968133566
205,P3,430.9393674446
205,P4,412.6030867406174
205,P5,349.7414165252358
205,P6,536.2856933369335
205,P7,578.3511930481792
205,P8,216.9280121010587
205,P9,215.91479224336035
205,P10,403.9025952963315
205,P11,590.9409712351833
205,P12,432.2188256007862
205,P13,405.2791390776431
205,P14,398.23851323609404
205,P15,416.02039786407806
205,P16,239.77061688819686
205,P17,429.471069859928
205,P18,218.7755996530289
205,P19,273.06943811313636
205,P20,214.62099771157756
205,P21,136.28652906272148
205,P22,376.72701778818214
205,P23,210.84453647815388
205,P24,445.8941638049336
205,P25,396.26051046884913
205,P26,431.4602880696745
205,P27,406.7867600995509
205,P28,442.77746954022814
205,P29,90.48586007663096
205,P30,104.2467341944808
205,P31,114.62441910186456
205,P32,504.68595360982965
205,P33,514.1029710118462
205,P34,183.62870782952382
205,P35,429.9992151638194
205,P36,265.0750345469942
205,P37,438.0001667854737
205,P38,278.7063036698078
205,P39,231.6522361848781
205,P40,253.27206241322517
205,P41,381.62614123509286
205,P42,370.535831416231
205,P43,413.63397600676626
205,P44,163.11585941678132
205,P45,346.5811404693556
205,P46,404.90251372132866
205,P47,108.98683942608473
205,P48,243.0788328928735
205,P49,388.2667821776935
205,P50,590.5670184749989
206,E1,283.28855800747795
206,E2,282.6495708463694
206,E3,233.51358383889306
206,E4,416.0946482883579
206,E5,412.41286120464713
206,E6,404.4443330656009
206,E7,413.0780692574196
206,E8,565.3805770065298
206,E9,558.6222111104265
206,E10,574.6194782665129
206,E11,631.6453863409689
206,E12,624.1374886242269
206,E13,588.0232668362573
206,E14,466.26603659304425
206,E15,481.38638478307774
206,E16,530.659941676128
206,E17,411.54195100426153
206,E18,427.71896186762655
206,E19,626.1156745936515
206,E20,649.8538495033524
206,E21,593.4557003321999
206,E22,621.3375415865705
206,E23,646.0593177523089
206,E24,589.989255801972
206,E25,617.465571946197
206,E26,601.633980237049
206,E27,527.1995194356659
206,E28,511.94956860530374
206,E29,571.2626562904634
206,E30,418.05596104941134
206,E31,391.9350029205704
206,E32,439.77465137642946
206,E33,585.2481051583841
206,E34,416.60412601063723
206,E35,395.13934858404497
206,E36,357.1891016665008
206,E37,334.5610838525141
206,E38,467.1178837462236
206,E39,106.38249924254372
206,E40,95.76007707235819
206,E41,171.99359372374607
206,E42,259.17604732945154
206,E43,179.71525442856463
206,E44,63.124630947510774
206,E45,290.593397123537
206,E46,288.48092872442106
206,P1,170.27008564101564
206,P2,409.3059416906193
206,P3,527.5878203550317
206,P4,609.4075219355029
206,P5,577.8137428320632
206,P6,593.24138271231
206,P7,638.4142971898547
206,P8,398.56979684307436
206,P9,406.65797854547003
206,P10,584.0246203147885
206,P11,294.2496218462209
206,P12,650.2591857385263
206,P13,631.4323654904792
206,P14,587.557968813842
206,P15,623.709397291493
206,P16,416.67083509755406
206,P17,627.3706608459221
206,P18,432.6071970650123
206,P19,114.85599759741159
206,P20,488.28118023376135
206,P21,417.63631026114825
206,P22,607.6623904755013
206,P23,484.0526897673141
206,P24,526.9046964275162
206,P25,618.0787310706303
206,P26,617.8705013862121
206,P27,571.6181808957165
206,P28,673.4933483670897
206,P29,357.9290561124934
206,P30,314.02530194534313
206,P31,336.7040922946125
206,P32,281.12911832502107
206,P33,375.3910333635524
206,P34,414.1055847010344
206,P35,667.3996691384881
206,P36,101.31241255865444
206,P37,601.6186724204415
206,P38,164.227440375529
206,P39,403.1435020744794
206,P40,568.1076246766784
206,P41,627.7630022960695
206,P42,585.5307664753224
206,P43,638.2083410505186
206,P44,370.56801197002403
206,P45,567.7866390896038
206,P46,673.2109623075733
206,P47,331.78473396154425
206,P48,453.4631847478503
206,P49,602.7464465657778
206,P50,564.1586073234471
207,E1,116.56122873172437
207,E2,56.39270433959547
207,E3,61.79707218589021
207,E4,165.7087417137435
207,E5,151.85752605700964
207,E6,153.42348727142087
207,E7,148.5390904859454
207,E8,293.5401040930801
207,E9,341.3114225812193
207,E10,360.7834005473076
207,E11,400.71964647352206
207,E12,471.70227465687304
207,E13,425.20282009233944
207,E14,295.8058992757833
207,E15,302.7054410685771
207,E16,417.2613637231046
207,E17,305.9988830774777
207,E18,241.50924864368037
207,E19,579.4081122764854
207,E20,595.9883456264427
207,E21,526.1752128022351
207,E22,558.1295902866583
207,E23,581.490011183688
207,E24,467.528179642656
207,E25,573.7092407489066
207,E26,564.0823348402882
207,E27,506.0902146227114
207,E28,458.3977064559537
207,E29,490.92698984452124
207,E30,409.84849422410105
207,E31,385.52542215596793
207,E32,432.2260840029649
207,E33,620.306044383183
207,E34,445.6022223425452
207,E35,437.13424921590877
207,E36,437.7857014286495
207,E37,415.2680705870894
207,E38,578.2891316802129
207,E39,339.63163672641974
207,E40,311.21179308060493
207,E41,333.314953818704
207,E42,386.9846425676728
207,E43,240.61059950801592
207,E44,231.12589462797672
207,E45,298.7688825924375
207,E46,167.85333521737903
207,P1,337.9927547568604
207,P2,162.7552869936976
207,P3,418.44273420912975
207,P4,538.7006406023531
207,P5,552.1658368978049
207,P6,428.8232753376313
207,P7,460.59605190042777
207,P8,409.1164231845398
207,P9,417.5567762507439
207,P10,516.2596445811325
207,P11,126.72169563474851
207,P12,585.3654563869385
207,P13,574.3823852248054
207,P14,532.7659749791004
207,P15,558.5181037949806
207,P16,414.4587953837541
207,P17,558.1232430560007
207,P18,433.50580688706907
207,P19,279.8592868317194
207,P20,523.0016919103912
207,P21,470.843140463495
207,P22,562.7685881718766
207,P23,518.2689113199104
207,P24,409.02751708515
207,P25,563.7865530629547
207,P26,542.184824594757
207,P27,500.81501362704824
207,P28,626.8672875867995
207,P29,443.3697080501736
207,P30,419.92015218696565
207,P31,416.7213533195122
207,P32,28.147570216379
207,P33,129.0537228690887
207,P34,441.1011298652907
207,P35,618.846478165481
207,P36,325.4746913596968
207,P37,501.2019286313817
207,P38,236.0482428016269
207,P39,394.5340326105992
207,P40,602.1658292672595
207,P41,590.736959353212
207,P42,537.6780044472536
207,P43,591.7958151654759
207,P44,407.2397217871781
207,P45,533.7446934770204
207,P46,646.6118039038764
207,P47,425.27419400983916
207,P48,446.62106356483525
207,P49,539.7712173788633
207,P50,346.43518175063537
208,E1,688.6602158472934
208,E2,566.3941774287958
208,E3,605.8138819671873
208,E4,756.4728670906651
208,E5,742.279563420084
208,E6,742.4673539786802
208,E7,734.9108275853222
208,E8,773.8077619741659
208,E9,635.1094121711625
208,E10,639.9468559401292
208,E11,709.2621104906244
208,E12,549.4508190466488
208,E13,543.6158712434452
208,E14,509.6936227657874
208,E15,531.6931426394372
208,E16,442.19312694343296
208,E17,402.39202955458774
208,E18,543.3902150189357
208,E19,367.0504741965872
208,E20,375.7785463083734
208,E21,382.3404664105422
208,E22,389.1210062847834
208,E23,396.03396777044713
208,E24,458.5889670570865
208,E25,345.81688502411356
208,E26,335.72414552751474
208,E27,276.8983693915885
208,E28,325.1212544343119
208,E29,391.2824482135113
208,E30,268.9677380838557
208,E31,279.1700354829571
208,E32,252.6263380826957
208,E33,197.8013143384982
208,E34,205.98835725647615
208,E35,186.64729855916107
208,E36,163.7494431397719
208,E37,188.91709657968013
208,E38,38.156185480227165
208,E39,393.2752554122753
208,E40,396.53858251023854
208,E41,317.03842503717743
208,E42,232.98149496222513
208,E43,378.69501848250206
208,E44,466.1897185545183
208,E45,305.66793820204475
208,E46,463.01048823984365
208,P1,324.5257490983241
208,P2,745.1304740132101
208,P3,442.87900694125
208,P4,382.22279276723737
208,P5,314.2903424257391
208,P6,555.1967546580729
208,P7,593.8552660585841
208,P8,246.90351337999147
208,P9,237.83872785045048
208,P10,383.7066458584451
208,P11,693.0342412181765
208,P12,397.4767924579242
208,P13,367.64952294816504
208,P14,372.300159200727
208,P15,390.2266707728307
208,P16,258.22761569247916
208,P17,397.4235963064107
208,P18,231.64602739815504
208,P19,384.83005462699947
208,P20,176.92236296471805
208,P21,153.18964116145972
208,P22,339.6261982107432
208,P23,178.25721081590189
208,P24,458.15475352953797
208,P25,364.1546730727642
208,P26,401.9397001443157
208,P27,392.12033545482194
208,P28,389.20742388987605
208,P29,157.46756557754995
208,P30,188.45665994723194
208,P31,189.32860572621686
208,P32,591.1342744262313
208,P33,597.0908892374621
208,P34,199.6875229926073
208,P35,377.9951989542195
208,P36,388.52599611404463
208,P37,431.9895753466895
208,P38,378.296259387793
208,P39,259.4403288459574
208,P40,182.73475111914155
208,P41,342.62440179353905
208,P42,343.65754567560725
208,P43,365.45151020315825
208,P44,212.1461980509115
208,P45,317.1796506891389
208,P46,342.3761804983255
208,P47,183.50907988620068
208,P48,247.5702352617546
208,P49,366.9432417258416
208,P50,634.2052949123276
209,E1,510.6769678339237
209,E2,380.1002817564528
209,E3,426.9035287048752
209,E4,575.2823748511103
209,E5,561.9604151969247
209,E6,567.1649395971926
209,E7,550.5113540924071
209,E8,596.9751494607639
209,E9,478.8067323377833
209,E10,483.5615231209969
209,E11,550.3081404407144
209,E12,435.14109506925007
209,E13,415.0464776428087
209,E14,355.69713869581744
209,E15,372.336217501101
209,E16,322.27997718897234
209,E17,250.15416441439478
209,E18,373.98718794503594
209,E19,330.63262014923026
209,E20,347.1893466939316
209,E21,319.6226894259203
209,E22,341.36984276172694
209,E23,358.06230614535326
209,E24,361.5533885306765
209,E25,313.4029959590197
209,E26,297.05860886058866
209,E27,218.05784091436448
209,E28,229.81264892623997
209,E29,312.95577819297915
209,E30,145.67623057160012
209,E31,132.3822689507877
209,E32,143.80836242142564
209,E33,246.55923094754715
209,E34,97.83835042656304
209,E35,68.91974942639612
209,E36,34.76556537538758
209,E37,8.115370296446745
209,E38,164.17511396801214
209,E39,265.657030230978
209,E40,262.5689268070192
209,E41,176.12444805355742
209,E42,100.89780643526973
209,E43,202.9183804083881
209,E44,306.16283037600044
209,E45,127.53804979779251
209,E46,280.87449260862394
209,P1,185.5286364625512
209,P2,561.5451509002697
209,P3,322.77055123270077
209,P4,323.86561891002845
209,P5,273.35424752074374
209,P6,428.675723735008
209,P7,468.4493605294768
209,P8,108.59304083006796
209,P9,109.78816086908485
209,P10,316.75435965599627
209,P11,520.0840056037035
209,P12,353.1837877847862
209,P13,336.6868545245134
209,P14,311.63821811722255
209,P15,339.5108109455308
209,P16,136.01689029112063
209,P17,339.56802859925926
209,P18,129.4555358300897
209,P19,232.0615938445908
209,P20,159.6091354549231
209,P21,77.79345528295991
209,P22,307.8765331620685
209,P23,153.19970205480416
209,P24,331.18496596115915
209,P25,318.0211145234392
209,P26,340.5915494232058
209,P27,311.831797766168
209,P28,372.1199565047173
209,P29,34.087842760553954
209,P30,41.18425280044512
209,P31,4.974544297
209,P32,408.23269586551874
209,P33,412.84250842902077
209,P34,95.3597700089786
209,P35,361.19923992341757
209,P36,256.9973631834413
209,P37,342.31423189872964
209,P38,206.16415341957065
209,P39,118.78133278041818
209,P40,225.91690652483805
209,P41,319.1620178880466
209,P42,294.8248429533947
209,P43,342.8044142676332
209,P44,59.042930173469685
209,P45,264.41443379471946
209,P46,350.658150548889
209,P47,15.904595548100588
209,P48,156.07531258842403
209,P49,313.45530756440445
209,P50,481.4620261750363
210,E1,376.8874907746358
210,E2,240.07715149199092
210,E3,330.1272706680405
210,E4,304.60462733787654
210,E5,289.402837140674
210,E6,307.4396703861435
210,E7,271.8078929158119
210,E8,175.7943361083264
210,E9,66.56151564234881
210,E10,89.35132572474465
210,E11,129.81126441296124
210,E12,236.88448687680918
210,E13,199.31353685050345
210,E14,125.29101734894942
210,E15,100.69566820882328
210,E16,248.78549620999024
210,E17,222.45934518697726
210,E18,98.43559392802516
210,E19,437.17659626780886
210,E20,452.6197245135345
210,E21,371.2810974604331
210,E22,404.34368309479413
210,E23,432.05864873112387
210,E24,282.2643625573386
210,E25,445.18408561457346
210,E26,444.1273767399551
210,E27,420.31825037317174
210,E28,358.50733878250963
210,E29,342.195128449222
210,E30,362.6692372250094
210,E31,352.42600968474346
210,E32,391.69263836261075
210,E33,555.1059630596968
210,E34,428.6057045256789
210,E35,443.5628933070011
210,E36,480.9843180033774
210,E37,461.7535995812353
210,E38,591.5707901397697
210,E39,536.2197023773679
210,E40,507.62348699540996
210,E41,481.56323239080746
210,E42,488.7012529385525
210,E43,374.7663822414093
210,E44,452.10232536208366
210,E45,346.92549744057703
210,E46,232.14184032017315
210,P1,496.0626118180383
210,P2,294.26671427566595
210,P3,249.3797651655941
210,P4,386.1033748339563
210,P5,436.77883344657334
210,P6,195.71059882263663
210,P7,213.72908548263763
210,P8,390.44382474059734
210,P9,388.4628171086144
210,P10,365.11220802906115
210,P11,390.68749859327005
210,P12,428.92323081341806
210,P13,432.99892841388805
210,P14,383.34872873681553
210,P15,406.08129955471173
210,P16,369.7114436794579
210,P17,393.5648123106235
210,P18,398.1691341904797
210,P19,456.05936433714163
210,P20,477.91800875535785
210,P21,482.37685839678676
210,P22,433.09081072175485
210,P23,480.8233489873166
210,P24,225.9918624211684
210,P25,419.64897158875624
210,P26,384.850466250087
210,P27,344.16420278926427
210,P28,473.7421068187966
210,P29,484.4507799393208
210,P30,476.43171437261526
210,P31,458.3763578554066
210,P32,261.52362808758767
210,P33,159.09889655857134
210,P34,434.1127328018222
210,P35,469.355913308189
210,P36,518.6242270562451
210,P37,329.77149288094233
210,P38,382.2633822944029
210,P39,369.490199556408
210,P40,546.5764974648565
210,P41,453.10402904063034
210,P42,412.2951215917734
210,P43,452.3495684247538
210,P44,425.23521696657065
210,P45,418.72608818771465
210,P46,513.8492356238218
210,P47,469.6907631061152
210,P48,400.28988050530796
210,P49,406.0841723831541
210,P50,71.95763497520578
211,E1,360.69169057216715
211,E2,322.80738028225124
211,E3,299.23233160304426
211,E4,478.3773625224725
211,E5,467.6846397656789
211,E6,468.57573174921407
211,E7,469.85332678540397
211,E8,602.7445039437595
211,E9,574.1644709020994
211,E10,583.527692566654
211,E11,645.306753270066
211,E12,615.0109010542392
211,E13,582.5982954986413
211,E14,470.42727752206207
211,E15,489.2290323252932
211,E16,505.7299997147681
211,E17,395.2906542797572
211,E18,445.5620772863865
211,E19,587.4372302569508
211,E20,601.1586466418768
211,E21,553.7160535239718
211,E22,581.3885640936537
211,E23,609.3624385134308
211,E24,567.7434600049371
211,E25,572.6268829145903
211,E26,556.1986376794121
211,E27,479.8828881545288
211,E28,475.39747831550426
211,E29,543.215962185466
211,E30,380.39163900416554
211,E31,354.269694066457
211,E32,394.13170180768066
211,E33,516.2952079648101
211,E34,359.05326099928857
211,E35,337.59809531518187
211,E36,287.27880162720436
211,E37,270.9803998214085
211,E38,395.2692465271433
211,E39,20.45460137012152
211,E40,29.799507928042363
211,E41,102.81889334378266
211,E42,183.0064465029251
211,E43,166.8696426700034
211,E44,107.65119019944044
211,E45,253.42331012353782
211,E46,300.41421757392214
211,P1,97.21222622064933
211,P2,475.4771178549511
211,P3,512.1873328256434
211,P4,567.5673877795844
211,P5,539.2051236731867
211,P6,590.6886739811503
211,P7,634.708745531371
211,P8,349.8231177908444
211,P9,357.2005044091291
211,P10,551.7529613000927
211,P11,363.68458602954433
211,P12,603.9836792005683
211,P13,591.0906491434646
211,P14,555.1833232036544
211,P15,580.5089513093402
211,P16,375.8004224195245
211,P17,590.117258886826
211,P18,377.5138834352311
211,P19,83.20804511559479
211,P20,428.0143662798176
211,P21,347.7000543097001
211,P22,561.9754993867779
211,P23,427.9054928680128
211,P24,512.4502297623513
211,P25,577.5355401973198
211,P26,582.6723751157816
211,P27,539.6931513244117
211,P28,634.731336956381
211,P29,290.97355777238187
211,P30,252.8009939487045
211,P31,273.7490139524489
211,P32,332.9805740638298
211,P33,404.8980087910559
211,P34,361.25838561850884
211,P35,623.3033596785838
211,P36,24.6795485491587
211,P37,567.3081828364088
211,P38,153.40470786576043
211,P39,359.64647044469024
211,P40,499.5200190625556
211,P41,576.5208094384471
211,P42,543.1398047402785
211,P43,597.3378679944942
211,P44,316.126380747749
211,P45,527.1571767325962
211,P46,621.4309499618245
211,P47,270.59721697698353
211,P48,405.07021050914636
211,P49,561.68842491982
211,P50,577.6939047741158
212,E1,402.09022956671197
212,E2,230.2889353729915
212,E3,326.7616038883058
212,E4,381.64677112903723
212,E5,366.532133987007
212,E6,381.8543241816982
212,E7,355.5411773219461
212,E8,331.6506561923677
212,E9,183.40646446012892
212,E10,189.11768392361893
212,E11,262.7651844673108
212,E12,207.4850677110784
212,E13,171.58730451262008
212,E14,60.15197100205104
212,E15,80.73122852250124
212,E16,139.91592405810235
212,E17,60.90638194786014
212,E18,96.00114601165866
212,E19,311.02713525088143
212,E20,325.05249453407976
212,E21,251.4021333590031
212,E22,283.3084724327461
212,E23,306.16842143275665
212,E24,195.0101932965651
212,E25,310.72639416227446
212,E26,303.39452509211185
212,E27,266.61433348783294
212,E28,204.20227282804035
212,E29,219.0926984652936
212,E30,194.92541490092918
212,E31,192.66650624152038
212,E32,225.82267532765468
212,E33,400.62322576770845
212,E34,266.0581275029288
212,E35,273.60760293383106
212,E36,319.89422516904824
212,E37,299.12910742197727
212,E38,429.46262000723704
212,E39,420.43104246709214
212,E40,395.20570520240705
212,E41,357.63719119849645
212,E42,344.22302274816445
212,E43,261.44477918105486
212,E44,366.34099487022377
212,E45,201.46940359626592
212,E46,154.54878494949918
212,P1,360.6751498324296
212,P2,372.46672282963283
212,P3,131.90062184553943
212,P4,263.1805767474694
212,P5,293.837822895594
212,P6,173.801060573709
212,P7,220.36131986043782
212,P8,224.05191204349006
212,P9,229.92218595157905
212,P10,238.88757946963287
212,P11,409.07495266572045
212,P12,315.7598822840731
212,P13,307.39016414535604
212,P14,260.7785614658401
212,P15,288.7997329935758
212,P16,202.64230809913775
212,P17,276.8504608545774
212,P18,236.63203079979255
212,P19,346.36716664230505
212,P20,319.82023289163294
212,P21,309.3144834162617
212,P22,300.82930967319635
212,P23,319.2081318486122
212,P24,125.01943352228098
212,P25,286.70576281199646
212,P26,264.7100754738792
212,P27,222.01104572778695
212,P28,351.17464677272403
212,P29,322.7448945765543
212,P30,319.4539339420343
212,P31,302.00562806853645
212,P32,271.5866921692034
212,P33,194.8733284587518
212,P34,262.27297509285665
212,P35,351.3348260423609
212,P36,407.64851448110056
212,P37,225.61394025065567
212,P38,269.8969132760947
212,P39,203.0491858342185
212,P40,385.84863943886774
212,P41,321.0307351597355
212,P42,277.6456695955303
212,P43,324.0245001411116
212,P44,259.7540821959691
212,P45,274.15031372049356
212,P46,377.2221881585092
212,P47,309.2379416144084
212,P48,236.21244738743354
212,P49,275.3066317246371
212,P50,183.0519429720389
213,E1,539.3984671504139
213,E2,384.1004645917834
213,E3,485.47320323116134
213,E4,478.62703341144385
213,E5,472.5372703586317
213,E6,486.889638229006
213,E7,456.00016688506054
213,E8,341.34407742978766
213,E9,141.55219282018396
213,E10,126.27276952279291
213,E11,173.52319095693758
213,E12,58.63933633192166
213,E13,31.440415745917093
213,E14,146.18600556381554
213,E15,138.96883683021994
213,E16,132.6319908320938
213,E17,218.11619685904085
213,E18,202.90869784733025
213,E19,289.7976640907361
213,E20,301.3068283442467
213,E21,232.2284576304069
213,E22,257.6495453880445
213,E23,273.5709818978828
213,E24,135.08419738276285
213,E25,303.62721655590184
213,E26,309.76143555428234
213,E27,316.62664334698565
213,E28,256.40678458891944
213,E29,203.18515583420634
213,E30,315.0164750561092
213,E31,316.8763968475223
213,E32,327.34166490787266
213,E33,452.66766161956866
213,E34,372.5077183015696
213,E35,404.754019065871
213,E36,457.1413703397632
213,E37,442.5639151972439
213,E38,536.4030522548086
213,E39,605.1176247314172
213,E40,576.9194481482042
213,E41,525.4888073627056
213,E42,508.40493402316525
213,E43,443.5766048934997
213,E44,549.046961620496
213,E45,368.67774252774984
213,E46,329.24595041944195
213,P1,536.1617781481351
213,P2,478.312584240627
213,P3,130.94849258507534
213,P4,239.62409203498035
213,P5,308.55443440751253
213,P6,18.307928006598075
213,P7,39.02012205078951
213,P8,345.1446909229998
213,P9,341.8131368225358
213,P10,221.25423113559273
213,P11,551.5826735400384
213,P12,278.2969048883398
213,P13,283.4769487801341
213,P14,247.00901249871706
213,P15,257.3308101603653
213,P16,317.6124178572459
213,P17,247.97530753948587
213,P18,341.79606765153426
213,P19,525.3116890341593
213,P20,401.0453605248034
213,P21,428.7501771454934
213,P22,296.7208942710586
213,P23,402.7270537681087
213,P24,120.26414974633074
213,P25,275.062692135568
213,P26,229.1512534107034
213,P27,209.71519204660663
213,P28,313.8721967264632
213,P29,460.30195425408374
213,P30,471.3762427367446
213,P31,439.5675741304509
213,P32,412.17194729803407
213,P33,316.4082935069705
213,P34,386.6121987480037
213,P35,325.5625628153855
213,P36,585.840435436493
213,P37,184.13233597368472
213,P38,450.03460984140065
213,P39,324.1641133664954
213,P40,446.63911359516504
213,P41,319.8674363935009
213,P42,278.2339989002439
213,P43,299.50742197484897
213,P44,394.77600714626595
213,P45,296.15505517618243
213,P46,363.51423047828797
213,P47,458.99302897441225
213,P48,329.51580811862726
213,P49,266.34500525819027
213,P50,133.8861664494695
214,E1,584.8441614723164
214,E2,447.1484017783613
214,E3,498.3720898776616
214,E4,636.3609431844407
214,E5,625.1554946506855
214,E6,630.7023938198076
214,E7,622.5235291545691
214,E8,652.9653624277138
214,E9,514.0471849566395
214,E10,519.315343911614
214,E11,586.6617419779539
214,E12,443.219173957062
214,E13,425.03212306593076
214,E14,386.29125557185205
214,E15,409.2326402198503
214,E16,325.4268163677352
214,E17,284.5261414542801
214,E18,413.03100448710677
214,E19,285.411525471846
214,E20,306.56961583633574
214,E21,290.43638679977676
214,E22,300.8693090849162
214,E23,321.90303927393416
214,E24,356.58908638445
214,E25,272.6529331566086
214,E26,256.45712432291384
214,E27,184.7916679467259
214,E28,222.0427999269178
214,E29,298.148971629513
214,E30,153.9305238343583
214,E31,150.94146920820725
214,E32,136.3883892222278
214,E33,179.26566676267578
214,E34,81.16316189513661
214,E35,60.94277393272222
214,E36,73.63856178697792
214,E37,86.04774642001455
214,E38,93.51080374510579
214,E39,344.2915839714396
214,E40,333.0256404169097
214,E41,255.04384782393169
214,E42,175.35478890211948
214,E43,278.6628256475808
214,E44,386.5154134407251
214,E45,193.2172100575977
214,E46,345.614343806537
214,P1,260.77573234580353
214,P2,636.4258110453727
214,P3,331.3532713016066
214,P4,298.8355935574305
214,P5,236.12904840193048
214,P6,441.99489843070097
214,P7,486.02608655167546
214,P8,120.49545840377523
214,P9,114.22265489030497
214,P10,295.9101862050503
214,P11,589.4563743981078
214,P12,321.52190235326964
214,P13,295.51557605742283
214,P14,280.27946551748016
214,P15,307.01643173689155
214,P16,143.7203599572048
214,P17,307.97825291546883
214,P18,121.08622919900333
214,P19,310.4263470625745
214,P20,103.67228676599657
214,P21,31.25549029203072
214,P22,266.81454660419513
214,P23,92.36980040047325
214,P24,341.77136270466104
214,P25,283.84658233671195
214,P26,318.9612594820967
214,P27,296.35789921247954
214,P28,326.6812027464119
214,P29,63.90622933385676
214,P30,100.40197356747436
214,P31,87.58127765635265
214,P32,483.4817817373976
214,P33,475.4836445782269
214,P34,74.37846096566399
214,P35,316.95635310375343
214,P36,330.5493635145131
214,P37,329.2019826584105
214,P38,283.3474130196946
214,P39,136.90270881402196
214,P40,160.1425998010773
214,P41,268.73570566512103
214,P42,256.3917311869181
214,P43,302.2546975800205
214,P44,89.46024948315956
214,P45,232.28942058568757
214,P46,294.01999064592627
214,P47,89.6646251072872
214,P48,131.97365798793638
214,P49,276.0414611281729
214,P50,508.01393897374095
215,E1,509.79455251326993
215,E2,399.2933122847665
215,E3,430.2844823692684
215,E4,584.0114004997713
215,E5,572.8068461235267
215,E6,575.0285581815092
215,E7,564.0007340888344
215,E8,636.6368950328397
215,E9,523.2203563338716
215,E10,527.7636431199886
215,E11,601.4938111617121
215,E12,494.56716650494826
215,E13,470.9937425681376
215,E14,399.8460632559613
215,E15,419.6537133067012
215,E16,374.51422663228163
215,E17,293.8059380387752
215,E18,412.5318501845569
215,E19,379.9441285651269
215,E20,395.7898510882699
215,E21,373.2899964089816
215,E22,393.69791708758254
215,E23,414.4818523552788
215,E24,416.3494554169014
215,E25,368.4813510454363
215,E26,353.5644226573375
215,E27,272.8319623639466
215,E28,285.5826111689249
215,E29,366.00706236395024
215,E30,199.86448796504047
215,E31,184.2619207348527
215,E32,196.46285123068998
215,E33,286.7570562640466
215,E34,154.0435496580644
215,E35,120.58301177143574
215,E36,57.61723146042036
215,E37,62.76327313372018
215,E38,162.99934585919047
215,E39,231.49334777374744
215,E40,233.76959802104363
215,E41,151.10902602052784
215,E42,67.29041087801284
215,E43,205.33113616905928
215,E44,285.453293165984
215,E45,156.9076414156001
215,E46,301.425763009332
215,P1,156.2330057753864
215,P2,578.2493870574393
215,P3,374.8482657207372
215,P4,380.3807260948022
215,P5,328.55795962612206
215,P6,480.0980735939671
215,P7,527.930874153958
215,P8,165.1559119287622
215,P9,168.24866071688913
215,P10,373.7639019106957
215,P11,520.9707784465121
215,P12,410.5405428037433
215,P13,390.4716934037311
215,P14,361.4226566094478
215,P15,393.5439778787812
215,P16,191.57347139575683
215,P17,399.1791156256224
215,P18,178.25606847762506
215,P19,211.2890231601868
215,P20,203.9057990899939
215,P21,116.86194867583413
215,P22,353.6421814530392
