i \in I,j \in M,d_ij
113,C24,221.43121335296206
113,C25,223.02624475196205
113,C26,238.67901389096448
113,C27,230.6656528409645
113,C28,222.54051603690638
113,C29,198.86528928145134
113,C30,245.87173169494224
113,C31,345.0730171304629
113,C32,342.5421186164629
113,C33,366.78436919823594
113,C34,344.6793541142799
113,C35,341.3602504688395
113,C36,368.88436565633816
113,C37,342.7295000644842
113,C38,346.0763075955444
113,C39,367.7796508384903
113,C40,404.3153261304739
113,C41,290.5459456677934
113,C42,351.11723817017776
113,C43,396.37926425693183
113,C44,375.2549947655754
113,C45,238.97986610149167
113,C46,225.96569709741428
113,C47,225.55288663032897
113,C48,156.3085826528086
113,C49,144.80608154146307
113,C50,157.52751688766247
113,C51,149.14359877466248
113,C52,143.19274299377076
113,C53,195.1473000514875
113,C54,505.53092674597934
113,C55,529.5247774727852
113,C56,438.0796458925371
113,C57,536.7827499641446
113,C58,503.08387440988
113,C59,499.6638972893893
113,C60,492.33481625638933
113,C61,601.336396949043
113,C62,513.8578811104154
113,C63,469.2123920638016
113,C64,464.24501739342674
113,C65,345.97198137465074
113,C66,352.3956185387793
113,C67,328.8514367326983
113,C68,300.84491108264456
113,C69,301.17737985764455
113,C70,318.0075173611767
113,C71,364.5311522817943
113,C72,395.8826992652504
113,C73,367.0595322296003
113,C74,385.71486752601385
113,C75,382.61947478301386
113,C76,382.52367349029754
113,C77,349.4397801947023
113,C78,380.335324104248
113,C79,353.1269157962406
113,C80,335.7720131055505
113,C81,413.16418319325805
113,C82,512.8830400886999
113,C83,275.3863245380783
113,C84,277.6160851047956
113,C85,219.24300679956153
113,C86,265.22228183058326
113,C87,269.24845150315355
113,C88,276.53423330631307
113,C89,409.1398433581309
113,C90,171.52728844953037
113,C91,175.64702184224194
113,C92,231.0666251559751
113,C93,182.28359945300917
113,C94,258.77166394732706
113,C95,248.5982516867496
113,C96,154.17151861974853
113,C97,242.60445755362025
113,C98,210.6989853280269
113,C99,176.9616958277845
113,C100,110.84972155405356
113,C101,109.50688610305356
114,C1,543.9117916029163
114,C2,538.8368000493729
114,C3,552.1394830094895
114,C4,531.1724733175679
114,C5,668.903783014217
114,C6,627.0415572672196
114,C7,434.2298087401341
114,C8,438.2104704865644
114,C9,424.90172449014517
114,C10,428.4669293999877
114,C11,404.995074840645
114,C12,380.3264039624662
114,C13,385.65052865596505
114,C14,421.1309646708709
114,C15,424.24110961987094
114,C16,328.8776041927098
114,C17,410.81033209309777
114,C18,419.1020590210978
114,C19,462.9466031104469
114,C20,449.4922906246592
114,C21,568.8078454422337
114,C22,556.6485822639851
114,C23,570.2483602641216
114,C24,564.5621778250977
114,C25,563.4948395740978
114,C26,574.3761441620145
114,C27,581.1947306420145
114,C28,563.268086879428
114,C29,535.5544238708717
114,C30,594.1440614795536
114,C31,579.8815386686695
114,C32,574.2159556886694
114,C33,629.7394711288033
114,C34,371.22609183628725
114,C35,407.3265797549731
114,C36,406.09831735167
114,C37,414.1082283770536
114,C38,460.33709113174046
114,C39,450.4526813189149
114,C40,475.762338985705
114,C41,300.23557620015265
114,C42,244.35236890138302
114,C43,201.6062877643259
114,C44,214.74074284666835
114,C45,225.37809532703093
114,C46,322.5690805557701
114,C47,320.66673433650294
114,C48,333.35361856741486
114,C49,387.3259284260171
114,C50,390.9592321972837
114,C51,389.0685770512837
114,C52,378.36650671462377
114,C53,445.83116790836976
114,C54,269.95663484127584
114,C55,294.63994877621724
114,C56,252.9444138003952
114,C57,201.64958755696227
114,C58,175.5370054185729
114,C59,168.2896627880414
114,C60,171.2082763070414
114,C61,253.49659026098584
114,C62,174.53205932652995
114,C63,99.19875190418928
114,C64,113.22228065538773
114,C65,46.69701737953152
114,C66,35.356146812598816
114,C67,51.53776797854767
114,C68,83.89396821803274
114,C69,87.21793982903273
114,C70,70.05546347510314
114,C71,19.40253503395648
114,C72,34.77465343807364
114,C73,36.831344651135474
114,C74,40.39637406049815
114,C75,47.59752611449815
114,C76,55.9832565684975
114,C77,146.00441688317994
114,C78,141.2812648830324
114,C79,129.4518280442874
114,C80,110.75986679889803
114,C81,95.25244384178713
114,C82,205.52006907177827
114,C83,360.393810922933
114,C84,351.3381408208965
114,C85,395.32330492858614
114,C86,468.704182442146
114,C87,375.21884172241784
114,C88,301.07698104893217
114,C89,250.71849471309088
114,C90,275.3760316528461
114,C91,261.6417614117413
114,C92,237.0630729795544
114,C93,384.4314270470478
114,C94,518.3719956940805
114,C95,503.43755155031664
114,C96,254.8924445010881
114,C97,151.31898907139947
114,C98,179.34311591793735
114,C99,207.20475394802878
114,C100,285.7217641288091
114,C101,285.5680454518091
115,C1,438.93010583223383
115,C2,429.16385824500355
115,C3,437.6461642372478
115,C4,432.81302459080604
115,C5,543.1499860257479
115,C6,539.0335691869743
115,C7,374.57173719796725
115,C8,379.85052823025336
115,C9,367.2310682326059
115,C10,377.65367009307283
115,C11,366.8704351961627
115,C12,362.8821355744679
115,C13,341.97265636191486
115,C14,393.81098665735084
115,C15,398.7534052643508
115,C16,284.85059057824157
115,C17,324.76002687278896
115,C18,322.6425252687889
115,C19,358.82184267889676
115,C20,361.7746374231855
115,C21,521.3289969910646
115,C22,513.625198683391
115,C23,525.1481793848308
115,C24,518.3562489808701
115,C25,518.00782191887
115,C26,529.7580858209827
115,C27,533.8084017749827
115,C28,524.8321879059969
115,C29,492.13155955174005
115,C30,545.5889267595588
115,C31,616.1700301614638
115,C32,619.3974710574638
115,C33,650.5303722556947
115,C34,501.55205205856174
115,C35,526.6178165089705
115,C36,536.5297848884703
115,C37,531.5410162166812
115,C38,555.2143842431487
115,C39,567.3873671477666
115,C40,602.4430115202216
115,C41,415.58995911375007
115,C42,421.11860507227755
115,C43,409.959068485008
115,C44,405.5647913388213
115,C45,332.20553280053093
115,C46,403.258403370041
115,C47,397.812305124509
115,C48,363.642797748749
115,C49,403.23047708230575
115,C50,407.8175958600762
115,C51,403.90789685107626
115,C52,389.4883573139944
115,C53,459.91820876818673
115,C54,504.292666819693
115,C55,528.2932909413425
115,C56,467.54767357228786
115,C57,446.2331932425162
115,C58,418.1754860188858
115,C59,414.95032273180766
115,C60,410.5934656618076
115,C61,499.5606887822631
115,C62,426.1770708244398
115,C63,334.47461156873135
115,C64,355.9761573510852
115,C65,253.44041439340182
115,C66,244.32466756108457
115,C67,229.74798202599922
115,C68,231.64166074277966
115,C69,229.04168864177967
115,C70,216.4085114276164
115,C71,242.00813107903588
115,C72,275.71528439326073
115,C73,264.4510188495818
115,C74,222.03136064382267
115,C75,226.38113661282267
115,C76,212.59846697499273
115,C77,124.43619156708947
115,C78,147.71910906381433
115,C79,137.511788622676
115,C80,148.2081428221244
115,C81,206.62215150808873
115,C82,260.99243555168067
115,C83,124.88526299983792
115,C84,113.80675153382629
115,C85,179.63814824649862
115,C86,241.97410699724304
115,C87,136.71042136731964
115,C88,56.55285352468185
115,C89,115.41270838646722
115,C90,138.98454522795066
115,C91,139.9298140124972
115,C92,80.78701826331128
115,C93,195.2134689558709
115,C94,307.5806629012062
115,C95,299.74747447851644
115,C96,164.88417362494954
115,C97,152.32290667970767
115,C98,180.14364734847757
115,C99,172.04200710932164
115,C100,275.86009131619403
115,C101,275.47072570219404
116,C1,312.3386492681402
116,C2,308.23143468335707
116,C3,322.3651620766502
116,C4,300.67244233687495
116,C5,378.8478405702365
116,C6,291.7193147903904
116,C7,250.39305110459253
116,C8,249.06224275001603
116,C9,264.32856312481306
116,C10,235.30733936072878
116,C11,231.45214590659256
116,C12,235.55109990621057
116,C13,261.17972830340307
116,C14,211.28122787322584
116,C15,203.26004974722582
116,C16,306.9225758767825
116,C17,313.44286890008044
116,C18,319.2853627470804
116,C19,314.8457285325685
116,C20,301.7796915919577
116,C21,176.23286244567208
116,C22,180.0746492213905
116,C23,182.90482722720398
116,C24,196.91825769563792
116,C25,194.57247069563792
116,C26,179.3129925901537
116,C27,184.6701891121537
116,C28,175.90106422567743
116,C29,176.62043125616995
116,C30,205.68330279589014
116,C31,40.660601758252994
116,C32,39.763744243252994
116,C33,87.94602432942665
116,C34,249.28369877469834
116,C35,221.8130256412319
116,C36,241.0033236933128
116,C37,218.19344229501874
116,C38,168.37849282271534
116,C39,204.21269720479177
116,C40,219.07065996742756
116,C41,286.9580278869853
116,C42,378.27093801117985
116,C43,437.7047315104719
116,C44,414.3325510526525
116,C45,335.8489271430219
116,C46,234.4246315633063
116,C47,237.7265882963189
116,C48,230.63126598095465
116,C49,188.41852449537268
116,C50,181.76965256036584
116,C51,181.63530301736583
116,C52,198.85527250880375
116,C53,134.27576919574125
116,C54,522.5066692675884
116,C55,542.7695775317338
116,C56,452.9924648831114
116,C57,630.4669729921666
116,C58,599.7310013003987
116,C59,596.1017505965405
116,C60,591.5562433655405
116,C61,694.827068873549
116,C62,620.973106115406
116,C63,609.9700819690415
116,C64,586.8412707162536
116,C65,508.5463092170439
116,C66,524.5699937509153
116,C67,503.79440676567253
116,C68,479.06349096727837
116,C69,476.9331610962784
116,C70,499.024272936127
116,C71,539.5409371499201
116,C72,555.0457826122345
116,C73,529.5036247293451
116,C74,572.3995136019937
116,C75,574.1935145619938
116,C76,583.4524881952105
116,C77,587.3232730403122
116,C78,620.0515685947181
116,C79,583.8201642029499
116,C80,566.169828083283
116,C81,622.0958947082456
116,C82,731.398757911684
116,C83,577.0841545420361
116,C84,578.730843357966
116,C85,531.8066274129136
116,C86,568.3381778073344
116,C87,567.8233506907679
116,C88,575.3308114490973
116,C89,678.2544601095293
116,C90,463.857437511716
116,C91,454.96378183377067
116,C92,508.90459722821237
116,C93,486.6918678669943
116,C94,542.490378304142
116,C95,522.2671424276807
116,C96,426.525493536792
116,C97,477.5936362869116
116,C98,433.7590616231008
116,C99,426.17951164989637
116,C100,315.9078034687926
116,C101,315.41983524979264
117,C1,630.2741142514643
117,C2,623.6262057256262
117,C3,635.6746980680194
117,C4,615.4018384379389
117,C5,754.1640038886205
117,C6,695.7777947570736
117,C7,501.4354287299211
117,C8,512.3768907307539
117,C9,502.73987150543616
117,C10,495.1832261994084
117,C11,470.4385792014774
117,C12,440.1446268012754
117,C13,454.2477642981069
117,C14,476.58461774394556
117,C15,478.35890981094553
117,C16,409.08739510830475
117,C17,503.8476670233834
117,C18,511.24476766238337
117,C19,550.7735471810055
117,C20,538.7403570444628
117,C21,608.8564791384742
117,C22,603.3769008042145
117,C23,610.961082455793
117,C24,614.6648212566876
117,C25,614.3106733086876
117,C26,620.6090891998442
117,C27,625.3017544498442
117,C28,609.7922370802364
117,C29,583.5282195619218
117,C30,649.0594443424351
117,C31,562.0905425763535
117,C32,563.3805521313535
117,C33,630.1713131102682
117,C34,310.1113676688663
117,C35,346.21093373282605
117,C36,338.135379509309
117,C37,358.2020252200115
117,C38,410.1496595908954
117,C39,393.48848473650884
117,C40,409.1737175149801
117,C41,262.5017687066803
117,C42,174.6520047090196
117,C43,113.46514101008184
117,C44,134.30781911087112
117,C45,250.08101527255613
117,C46,327.74680099739146
117,C47,317.08598755089747
117,C48,363.45470355052066
117,C49,419.62019939740736
117,C50,428.26119604615326
117,C51,428.37893409115327
117,C52,417.2842245057282
117,C53,465.3786389288197
117,C54,107.51560548725904
117,C55,122.1584232665433
117,C56,122.7707056690674
117,C57,85.54524973680611
117,C58,65.12445790960913
117,C59,62.20595446035954
117,C60,58.31915610435954
117,C61,158.74672227128926
117,C62,79.19239070764426
117,C63,136.24485605974215
117,C64,92.90311551664024
117,C65,173.71573296731006
117,C66,185.59821506951803
117,C67,194.5538866646098
117,C68,207.72099402879599
117,C69,208.77763179279597
117,C70,214.1752347494746
117,C71,184.89517834028442
117,C72,158.29591583647183
117,C73,163.13285618965205
117,C74,219.0497048079716
117,C75,211.77179560597162
117,C76,230.96575311301243
117,C77,314.44942487040566
117,C78,310.6667610410985
117,C79,301.4381969582939
117,C80,278.84799264761864
117,C81,259.29520119470124
117,C82,342.001758759136
117,C83,522.9558757083244
117,C84,513.9306452394273
117,C85,545.9905799294479
117,C86,612.8883273985383
117,C87,535.0202071973725
117,C88,468.63774846873065
117,C89,427.26856455907944
117,C90,414.44655631235287
117,C91,400.13857467538236
117,C92,389.1140025718803
117,C93,522.9161836052322
117,C94,656.3372295033727
117,C95,649.1232907961681
117,C96,383.4945276964812
117,C97,298.77577211550346
117,C98,308.61140261401516
117,C99,331.4334446798431
117,C100,368.30745743834166
117,C101,366.4512254653417
118,C1,180.56593429846978
118,C2,173.92365769108343
118,C3,190.14873048786865
118,C4,170.7507200234628
118,C5,303.4736418765392
118,C6,251.48112993897968
118,C7,52.41018868079618
118,C8,61.27079058420618
118,C9,59.08843738020876
118,C10,45.66353509463667
118,C11,18.14383175889223
118,C12,22.265195184185217
118,C13,27.054124343478602
118,C14,42.059288884571686
118,C15,41.56749311857168
118,C16,80.3116089316284
118,C17,95.56040425271377
118,C18,99.18438153971377
118,C19,128.16956627459382
118,C20,114.68694482669025
118,C21,189.48746390411117
118,C22,173.34392587079915
118,C23,180.90997658651628
118,C24,187.59293533215245
118,C25,186.41583869715245
118,C26,196.39766846529037
118,C27,197.92993259529038
118,C28,179.91855556378488
118,C29,155.1373844358051
118,C30,216.30135030432785
118,C31,278.88213444598847
118,C32,275.3508161549885
118,C33,302.61602149133716
118,C34,281.49634434727074
118,C35,286.3982880195191
118,C36,300.8446614247292
118,C37,283.9371879019891
118,C38,278.38841080139986
118,C39,303.573361386158
118,C40,332.9986473815539
118,C41,242.55221945803154
118,C42,318.3095605936327
118,C43,364.4117838898569
118,C44,346.90470760528274
118,C45,209.76318554289608
118,C46,167.23092220879644
118,C47,175.2471910348351
118,C48,102.77197032156869
118,C49,77.11180507002358
118,C50,81.05503430700587
118,C51,79.95729982500588
118,C52,72.6564334307121
118,C53,119.0346112502552
118,C54,478.00207913294133
118,C55,499.6098636801678
118,C56,410.0418830988385
118,C57,528.9308238520488
118,C58,497.795435943477
118,C59,484.6439943116655
118,C60,487.5259002866655
118,C61,599.639454242947
118,C62,514.6389336346058
118,C63,472.0273779007305
118,C64,460.14646571468955
118,C65,356.93162701417236
118,C66,360.1192268691585
118,C67,337.2473396628055
118,C68,315.31044105242074
118,C69,309.27182396642075
118,C70,328.1088051781048
118,C71,379.6042743912569
118,C72,402.90786196870744
118,C73,369.710246010841
118,C74,404.7836425516081
118,C75,399.94605326260813
118,C76,404.82610234205526
118,C77,387.96146867111406
118,C78,419.6064084092925
118,C79,384.8944656432395
118,C80,374.12930013237946
118,C81,439.18918295746715
118,C82,542.9418655068537
118,C83,340.74967621027344
118,C84,340.97598114991536
118,C85,290.2419292254524
118,C86,334.5788708039988
118,C87,338.4630685913171
118,C88,337.2299024427445
118,C89,463.191110683946
118,C90,226.44918244609576
118,C91,222.0010921378589
118,C92,281.9217379333892
118,C93,249.6831222393989
118,C94,323.75735355990844
118,C95,316.7160428768713
118,C96,193.65075024032726
118,C97,269.691898136699
118,C98,230.3932156061987
118,C99,208.0510914990513
118,C100,108.2542342158962
118,C101,107.5484874528962
119,C1,442.23081041358193
119,C2,441.7607000876638
119,C3,454.1507597955329
119,C4,431.91508957122727
119,C5,568.922972512684
119,C6,505.4685080734771
119,C7,320.4472518065119
119,C8,320.4544520018307
119,C9,325.12994523378944
119,C10,299.0226645308642
119,C11,278.0694591141216
119,C12,248.6463395583833
119,C13,273.48608323961855
119,C14,282.8810725279755
119,C15,283.7929910929755
119,C16,248.88125628857648
119,C17,338.49593741053235
119,C18,344.9457247795323
119,C19,384.1262289566476
119,C20,364.9366703370702
119,C21,409.64915179097227
119,C22,401.39406721509874
119,C23,415.45281966160496
119,C24,418.57014267503456
119,C25,411.83936211203456
119,C26,417.45264811825206
119,C27,416.6903367692521
119,C28,407.0583285572572
119,C29,379.45868501045766
119,C30,441.91848987461947
119,C31,360.92111360816534
119,C32,359.1951336221653
119,C33,418.95547695192346
119,C34,133.7326699598799
119,C35,162.41815685789086
119,C36,162.98840286194874
119,C37,169.73522859007696
119,C38,215.98958308129357
119,C39,208.87096643246974
119,C40,234.38496714282243
119,C41,61.288870210738146
119,C42,52.863697255409036
119,C43,107.30404552576566
119,C44,82.32025444910884
119,C45,80.25056487856544
119,C46,119.81273045947941
119,C47,111.59011992239955
119,C48,170.45855028980108
119,C49,225.35676849959358
119,C50,220.22393028581186
119,C51,221.94728664581186
119,C52,213.50378558045006
119,C53,256.95621727010945
119,C54,216.94718983613356
119,C55,242.15613793333162
119,C56,151.73529121825214
119,C57,296.9569322310735
119,C58,265.1193475875625
119,C59,255.24514984100938
119,C60,254.86803686300937
119,C61,364.62250681569856
119,C62,280.5266149315023
119,C63,288.643720778356
119,C64,256.10514957245823
119,C65,211.16019391624218
119,C66,225.85105388768767
119,C67,211.92768455014723
119,C68,197.1039688455722
119,C69,189.1813428615722
119,C70,217.79302248229882
119,C71,239.62416491445006
119,C72,244.821060659084
119,C73,221.0260771477151
119,C74,274.19632882432114
119,C75,275.51762923732116
119,C76,289.32798468833323
119,C77,338.16669764169484
119,C78,349.35630904760427
119,C79,326.1641611950059
119,C80,300.895156998731
119,C81,327.0202601970108
119,C82,436.997861729546
119,C83,452.48614744342797
119,C84,445.05954324579596
119,C85,445.68013529111755
119,C86,515.2100354772726
119,C87,456.9988100683619
119,C88,413.08782910766973
119,C89,445.96544098869975
119,C90,324.8896734416552
119,C91,311.80434589806646
119,C92,330.0356018843596
119,C93,417.4810731391986
119,C94,531.0247329292934
119,C95,519.4295794633314
119,C96,281.43856451119643
119,C97,242.96008969270028
119,C98,227.9585242050226
119,C99,241.1226120492228
119,C100,202.91719073048435
119,C101,208.88610476048436
120,C1,593.3235349767438
120,C2,584.4574611813489
120,C3,606.6173870113214
120,C4,579.5589699796365
120,C5,718.1940245635603
120,C6,660.436925259807
120,C7,472.86478753483146
120,C8,472.9238579361016
120,C9,470.4730782248901
120,C10,456.1035879810089
120,C11,435.9389698919331
120,C12,400.03648040230536
120,C13,420.84277384400076
120,C14,437.18002711226285
120,C15,439.9962860342629
120,C16,376.1997722125848
120,C17,478.81409223696784
120,C18,483.3276681069678
120,C19,519.4490710052041
120,C20,513.2265275078784
120,C21,575.9047387710573
120,C22,563.0411339734427
120,C23,575.11996895963
120,C24,577.073287189205
120,C25,581.0850535242049
120,C26,580.0019294341095
120,C27,579.4634360701094
120,C28,569.6383116619323
120,C29,537.8935061553333
120,C30,604.0853360279028
120,C31,516.257020125322
120,C32,515.535180831322
120,C33,577.3358212201705
120,C34,265.5553267289865
120,C35,302.19000040734096
120,C36,285.20643602050166
120,C37,307.1171861160541
120,C38,364.7300951562353
120,C39,341.01953455396097
120,C40,365.41136653286185
120,C41,221.1716698163522
120,C42,130.8394143936378
120,C43,69.08708322028002
120,C44,92.57210432091739
120,C45,213.80231230098047
120,C46,285.3579485613685
120,C47,277.0756923609438
120,C48,326.06437938421254
120,C49,386.7032201378649
120,C50,386.1330900816538
120,C51,387.4759307976538
120,C52,375.15430354127983
120,C53,425.7279640526556
120,C54,82.83248515657799
120,C55,107.7776208322654
120,C56,79.54838368816357
120,C57,133.7411484607324
120,C58,116.45891468752326
120,C59,101.9341804552115
120,C60,109.2337937692115
120,C61,196.6990805764981
120,C62,134.09741533845227
120,C63,175.59004591012535
120,C64,129.79794792434532
120,C65,180.688123383739
120,C66,192.41052520495236
120,C67,199.0925833148503
120,C68,202.67120701051107
120,C69,196.93176767251106
120,C70,212.7715152800712
120,C71,195.6378710011225
120,C72,173.55966185785425
120,C73,172.2020837928315
120,C74,229.94079163962988
120,C75,234.86490346362987
120,C76,245.11025625495677
120,C77,325.8177105887326
120,C78,321.5221739986169
120,C79,313.82191607472635
120,C80,287.6981390904848
120,C81,280.8152990730357
120,C82,364.84529383890026
120,C83,516.1101463985433
120,C84,506.4894242570208
120,C85,537.5135624825338
120,C86,607.4162968221592
120,C87,526.7072788333749
120,C88,466.27461701536845
120,C89,441.2827201723308
120,C90,400.59143473928503
120,C91,385.8174084022568
120,C92,383.7618227170493
120,C93,508.4441260570468
120,C94,643.3609954631773
120,C95,628.5792592248031
120,C96,374.12676210826925
120,C97,292.14599718757626
120,C98,292.94002546633567
120,C99,319.0149130241865
120,C100,336.2772626446267
120,C101,340.9576872916267
121,C1,284.9165999181811
121,C2,281.1184076312629
121,C3,299.794759782653
121,C4,273.332312133902
121,C5,405.37643980069055
121,C6,343.5929306665586
121,C7,161.5662237444682
121,C8,164.0975926389586
121,C9,165.90046632336595
121,C10,148.1453713568063
121,C11,117.69402405392957
121,C12,92.64478162364834
121,C13,119.23848762489163
121,C14,127.45273264954405
121,C15,127.10827085254405
121,C16,113.37762227586884
121,C17,195.4440815465841
121,C18,194.7547964135841
121,C19,226.50671948365377
121,C20,217.8143692494591
121,C21,264.9804487297195
121,C22,250.11088602610891
121,C23,265.6534447314386
121,C24,264.53618436847694
121,C25,264.15886482247697
121,C26,270.2269799030783
121,C27,268.29791341407827
121,C28,258.37350600751734
121,C29,232.70972815378516
121,C30,289.23612736423837
121,C31,270.6627724270339
121,C32,271.7515915180338
121,C33,322.6330503400429
121,C34,195.19585505093457
121,C35,199.94886769704948
121,C36,212.16169694097093
121,C37,198.04287466404415
121,C38,214.7728924845293
121,C39,229.25374263177076
121,C40,258.12725619667526
121,C41,138.34016771544987
121,C42,213.71530664187546
121,C43,262.79217986563816
121,C44,242.97047564357987
121,C45,113.47294038031748
121,C46,72.86127021174363
121,C47,74.06131692256359
121,C48,13.683163956599397
121,C49,69.0222821168928
121,C50,73.63145474015226
121,C51,73.76342304515227
121,C52,65.9660080902903
121,C53,130.00389321130183
121,C54,370.96316504586866
121,C55,398.51004592671376
121,C56,310.5214147765186
121,C57,431.20096124874715
121,C58,403.7179431894231
121,C59,391.5563748326664
121,C60,391.72350103466636
121,C61,508.57696806022244
121,C62,417.79007559346275
121,C63,391.39693046945473
121,C64,381.20710229656095
121,C65,284.67006673395986
121,C66,295.50891565442475
121,C67,274.5812084120713
121,C68,250.69122139333354
121,C69,243.50491180633352
121,C70,271.8249924237159
121,C71,307.1107258530445
121,C72,329.6519360158227
121,C73,302.54058005925634
121,C74,343.38402685915867
121,C75,345.7579049471587
121,C76,348.6277990968568
121,C77,348.2467624459127
121,C78,377.80101854292207
121,C79,346.7876465215233
121,C80,327.5335795074489
121,C81,389.1404794121216
121,C82,493.24037957164717
121,C83,372.94353997361173
121,C84,371.1133459723595
121,C85,348.69393430303484
121,C86,401.8635877811882
121,C87,377.578190363414
121,C88,362.0713503630592
121,C89,447.3206653972184
121,C90,243.67868588219713
121,C91,231.9127069757912
121,C92,286.64847036948606
121,C93,308.83071603435667
121,C94,407.991949372313
121,C95,395.9821779446576
121,C96,206.88896788971348
121,C97,241.11133706551504
121,C98,202.79918292813568
121,C99,184.61706377308587
121,C100,91.34319988874785
121,C101,89.73496082774786
122,C1,330.17521745474903
122,C2,321.2413458734385
122,C3,334.91039260430205
122,C4,323.6375857091997
122,C5,455.2518322072291
122,C6,424.607917726632
122,C7,235.64019410732294
122,C8,239.71974039563577
122,C9,231.07845875952194
122,C10,232.53101450653548
122,C11,217.53177977585122
122,C12,196.95463156573373
122,C13,193.31097033902844
122,C14,237.2534324344878
122,C15,244.0341349174878
122,C16,126.34485847059676
122,C17,200.73235229614536
122,C18,202.28605574014537
122,C19,247.55802698938905
122,C20,245.08496066894355
122,C21,381.4897746128392
122,C22,373.43663471352755
122,C23,382.8903467342445
122,C24,376.1936845473669
122,C25,379.0902345573669
122,C26,386.315692783677
122,C27,387.732723541677
122,C28,377.2363670893999
122,C29,352.28573405917524
122,C30,407.74626469711023
122,C31,453.1090440467771
122,C32,447.8556430037771
122,C33,489.98378356756785
122,C34,337.11062417502416
122,C35,360.33022585466284
122,C36,371.8059223906181
122,C37,364.0867388814285
122,C38,390.5821743249627
122,C39,397.08814227712537
122,C40,433.46552912170966
122,C41,260.02976716730404
122,C42,275.84666098363726
122,C43,293.78407275105286
122,C44,279.45161038952256
122,C45,167.49962261059278
122,C46,233.44820754201857
122,C47,234.37637854358343
122,C48,193.43223051749325
122,C49,232.90059814995985
122,C50,237.6654197667911
122,C51,242.24006012379112
122,C52,223.3004475933541
122,C53,289.90577457028127
122,C54,398.1543445089885
122,C55,427.220274180155
122,C56,349.27627380133464
122,C57,399.9044135890606
122,C58,362.02922342893714
122,C59,360.84659093887456
122,C60,354.69352159987454
122,C61,458.4513407657826
122,C62,376.7098596309268
122,C63,305.35780956845304
122,C64,315.3272056522467
122,C65,187.49774995089774
122,C66,197.75829048410822
122,C67,171.08233711101974
122,C68,148.54315902157617
122,C69,152.55602454457616
122,C70,156.4551155769069
122,C71,208.51704995537767
122,C72,238.90160741186403
122,C73,206.84667262345368
122,C74,219.14608063017923
122,C75,216.89048402517923
122,C76,217.27471325176117
122,C77,189.89244527332593
122,C78,215.77673016056153
122,C79,191.08541062741207
122,C80,172.66907638413596
122,C81,249.31477056003084
122,C82,348.03993439814013
122,C83,222.07661250777875
122,C84,214.40782206421827
122,C85,220.72342907411308
122,C86,281.8668351234858
122,C87,222.03807834701013
122,C88,184.85989505486668
122,C89,264.79328831571087
122,C90,82.18394028098558
122,C91,70.8469587300027
122,C92,103.41624427381356
122,C93,196.06835889455638
122,C94,322.2907229937889
122,C95,313.0823029242115
122,C96,53.51433626929454
122,C97,75.07612447226748
122,C98,43.68202038813106
122,C99,16.581581067305894
122,C100,104.35597117262286
122,C101,108.94587547562287
123,C1,195.4100836372028
123,C2,189.99184761517773
123,C3,202.64550316040078
123,C4,178.815728086709
123,C5,279.3744944529329
123,C6,194.31647378914212
123,C7,136.0484088411202
123,C8,130.42638885980293
123,C9,145.1140256540939
123,C10,122.24122739141784
123,C11,132.0410653449423
123,C12,136.3691982744706
123,C13,154.18739249661542
123,C14,101.47053839800023
123,C15,102.54913935700023
123,C16,214.8386281068124
123,C17,201.18491358929836
123,C18,202.10382138329834
123,C19,194.79408853873682
123,C20,186.00144464963995
123,C21,82.55043846307431
123,C22,76.78780632664039
123,C23,83.93434566171902
123,C24,96.5763195429402
123,C25,97.6282039389402
123,C26,94.27629514985837
123,C27,90.23473489985838
123,C28,82.70546149760713
123,C29,56.781777921434966
123,C30,114.48440319919561
123,C31,164.1363835953685
123,C32,164.80820979936848
123,C33,175.1965865652031
123,C34,295.30252873561295
123,C35,273.6761692634562
123,C36,298.16170457413375
123,C37,268.13869030979174
123,C38,248.02033834045523
123,C39,275.9447609804869
123,C40,296.74109220219
123,C41,283.02890038754833
123,C42,378.1211354350651
123,C43,439.9160456298209
123,C44,413.39275992309166
123,C45,304.14036775481
123,C46,217.8882668929087
123,C47,223.323237377394
123,C48,180.05962335877817
123,C49,125.18367878661435
123,C50,115.84958414813187
123,C51,120.87394820513187
123,C52,130.3729080687546
123,C53,82.11840967029379
123,C54,533.5740887629963
123,C55,565.9474348752425
123,C56,466.775729756527
123,C57,620.4444363720417
123,C58,588.2395506208752
123,C59,578.5300507372215
123,C60,574.7872414012214
123,C61,685.2774790292336
123,C62,600.6420253645867
123,C63,574.7907924782684
123,C64,564.2512937344419
123,C65,465.10807145504833
123,C66,476.12440738014146
123,C67,456.7236487548182
123,C68,431.2444708023875
123,C69,428.9437278393875
123,C70,451.46806640314543
123,C71,495.5765091888464
123,C72,514.8080766638348
123,C73,481.3660680262384
123,C74,524.7961049965471
123,C75,523.9711155865471
123,C76,530.988223214896
123,C77,512.9150375039735
123,C78,541.5070213064089
123,C79,518.7726110683539
123,C80,501.435725539827
123,C81,564.720868851197
123,C82,673.7342747292629
123,C83,470.2311327047149
123,C84,468.5115865636433
123,C85,416.47581530462196
123,C86,445.62495473952134
123,C87,458.87128674004555
123,C88,468.0301070796532
123,C89,591.7202321796054
123,C90,358.7608565675919
123,C91,357.87793829915836
123,C92,423.2400996534234
123,C93,372.2617530388722
